UPI_Age_Days,Transaction_Amount,Transaction_Time,Transactions_Last_24Hrs,Failed_Transactions,New_Recipient,Device_Changed,Location_Changed,Multiple_UPI_Apps,Linked_Bank_Count,Fraud_Reported,Account_Verified,Fraud
2318,17597,5,38,9,0,0,0,0,1,0,1,1
1706,14140,11,15,8,0,0,0,0,3,0,1,1
3364,22651,6,12,14,0,0,0,0,3,0,1,1
427,19582,5,40,12,0,0,0,0,1,0,1,1
1342,39905,8,3,0,0,0,0,0,5,0,1,1
152,25171,12,16,1,1,0,0,0,1,0,0,1
3067,8065,14,42,11,0,0,0,0,3,0,1,1
1178,163,13,27,0,0,0,0,1,1,0,1,1
2879,38772,16,25,2,1,0,0,0,4,0,1,1
1854,9354,16,24,9,0,0,0,0,4,0,1,1
2859,19107,13,6,0,1,0,0,1,5,0,1,1
620,11559,16,11,9,0,0,0,0,2,0,1,1
1960,17995,9,8,6,0,0,0,0,4,0,1,1
1207,15637,7,1,15,1,0,0,0,5,0,1,1
524,20669,21,29,4,0,0,1,0,3,0,0,0
2695,44110,10,14,15,1,0,0,0,3,0,1,1
405,1182,10,37,7,1,0,0,0,2,0,1,1
3310,49707,8,9,9,0,0,0,0,4,0,1,1
1109,28895,3,17,4,0,0,0,0,5,0,1,1
2943,39573,8,1,7,0,0,0,1,4,0,1,1
1550,13759,17,20,5,0,0,1,1,1,0,1,1
1270,7878,11,21,11,1,0,0,0,3,0,1,1
1272,16463,20,38,7,0,0,0,0,4,0,1,1
110,17410,19,41,15,1,0,0,0,5,0,1,1
289,22795,17,46,0,0,0,1,0,2,0,1,1
1566,32437,20,9,6,1,1,1,1,5,0,1,0
2963,39131,4,29,2,0,0,0,0,2,0,1,1
57,30841,4,25,13,0,0,0,0,2,0,0,0
3019,4773,17,12,4,0,0,0,1,4,0,1,1
1212,24914,14,36,12,0,1,0,0,2,0,1,0
1799,37937,2,14,15,0,0,0,0,5,0,1,1
2544,39158,16,26,6,0,0,0,0,4,0,1,1
874,32162,11,11,9,1,1,0,0,4,0,1,1
197,27115,13,33,12,0,0,0,0,4,0,1,1
3177,19566,18,9,10,1,0,0,0,3,0,1,1
2911,3995,15,39,3,1,0,0,0,5,0,1,1
1534,27720,22,33,8,0,0,0,0,4,0,0,0
3141,19187,0,38,15,0,0,0,0,2,0,0,0
1470,22831,22,21,3,1,0,0,0,3,0,1,1
689,31109,15,46,12,1,0,0,0,4,0,1,1
1138,38533,16,11,6,0,0,1,0,5,0,1,1
2576,49326,20,14,0,0,1,0,0,4,0,1,1
365,23861,6,43,4,0,1,0,1,2,0,0,0
2442,13843,5,26,11,1,0,0,1,5,0,0,0
1169,45134,19,39,5,0,0,0,0,1,0,1,1
1402,15989,9,30,5,1,0,0,1,4,0,1,1
156,44558,23,20,1,0,1,0,0,5,0,1,1
745,49713,2,24,14,0,0,0,0,2,0,1,1
2007,46287,18,12,0,1,0,0,1,2,1,1,1
1041,37156,14,1,14,0,0,0,1,3,0,1,1
2472,12726,3,37,8,1,0,0,0,3,0,1,1
1962,21570,18,11,1,0,0,0,0,4,0,0,1
1724,34822,2,21,10,0,0,0,0,1,0,1,1
1120,45168,21,17,15,1,0,1,0,5,0,1,1
1503,21675,6,35,1,0,0,0,0,3,1,1,1
2206,9229,6,19,15,0,0,0,0,4,0,1,1
3535,49249,0,6,8,0,1,0,0,4,1,1,0
586,23000,11,16,3,0,0,0,0,2,0,1,1
314,36028,1,43,14,0,0,0,0,2,0,0,0
3165,46608,12,1,3,0,0,0,0,2,0,1,1
277,10785,5,3,7,1,0,0,0,3,0,1,1
3368,47574,3,45,13,0,0,0,0,1,0,0,0
180,41035,19,27,10,1,0,0,1,4,0,1,0
2132,11824,12,40,8,0,0,1,0,5,0,1,1
2778,10119,6,9,9,1,0,0,0,5,0,1,1
2464,43549,1,49,15,0,0,1,1,5,0,1,0
1190,19083,21,19,8,0,0,0,0,1,0,1,1
3047,2843,5,36,13,0,0,0,0,4,0,1,1
822,32940,1,27,1,0,0,0,0,5,0,1,1
3261,30564,12,26,9,0,0,0,0,4,0,1,1
2202,47673,18,8,15,0,0,0,1,3,0,1,1
3595,6250,5,10,10,0,0,0,0,4,0,1,1
1729,25032,2,34,14,0,0,0,0,3,0,0,0
3581,35785,9,4,8,0,0,1,0,4,0,1,1
3567,15183,15,48,2,0,0,0,0,4,0,1,1
271,32900,15,0,15,0,1,1,0,3,0,1,0
3162,46787,5,45,8,1,0,0,0,5,0,1,0
2901,42441,23,19,7,1,0,0,0,2,0,1,1
3156,23926,21,36,5,1,0,0,0,5,0,1,1
2559,37476,23,12,9,0,0,0,0,5,0,1,1
676,49444,13,1,8,1,0,0,0,1,0,1,1
637,33342,1,17,6,1,0,0,1,4,0,1,1
1921,30846,19,44,13,0,0,0,0,4,0,1,1
2584,5587,2,23,11,0,0,0,0,1,0,1,1
1754,17716,4,34,12,1,0,0,0,3,0,1,1
2097,11811,0,36,15,0,1,0,1,2,0,1,0
1357,19653,23,34,15,1,0,0,0,3,0,1,1
3606,20193,10,44,3,1,0,0,0,2,0,1,1
1558,34891,20,35,15,0,0,0,0,1,0,1,1
1097,39400,13,48,4,0,0,0,0,2,0,1,1
2004,1547,18,40,2,1,0,0,0,4,0,1,1
1130,43049,9,42,0,1,0,0,0,2,0,1,1
3186,2519,14,5,7,1,0,0,0,1,0,1,1
1294,26508,18,49,13,0,0,0,1,4,0,1,1
3046,15053,22,13,0,1,1,0,0,5,1,1,1
1056,23850,2,29,1,0,0,0,0,2,0,1,1
580,34338,18,12,6,1,0,0,0,1,0,1,1
47,28811,17,12,13,0,0,0,1,1,0,1,1
1791,33663,22,2,12,0,0,1,0,4,0,1,1
2033,9709,1,10,6,1,0,0,0,4,0,1,1
491,37765,7,33,8,1,0,0,0,3,0,1,1
2775,40937,18,49,9,1,0,0,1,1,0,1,0
3610,37397,7,4,9,0,0,0,0,5,0,1,1
1889,1780,17,49,4,0,0,1,0,1,0,1,1
2694,27191,17,37,9,1,0,0,0,5,0,1,1
3318,37647,6,11,2,0,1,0,0,1,0,1,1
1525,49412,8,14,3,0,1,0,0,3,0,1,1
2886,27392,15,48,2,0,1,0,0,3,0,1,1
129,15460,17,11,12,0,0,0,0,4,1,1,1
29,47609,21,14,11,0,1,0,0,3,0,0,0
2214,1916,7,25,12,0,0,0,0,3,0,1,1
2854,7776,20,0,4,1,0,0,0,4,0,1,1
680,35331,19,2,11,1,0,0,1,5,0,1,1
611,29690,1,23,14,0,0,0,1,3,0,0,0
617,2796,1,38,4,1,0,0,0,5,0,1,1
3458,42626,5,40,8,1,0,1,0,1,0,1,0
2309,2027,21,38,12,0,0,0,1,5,0,1,1
2248,35041,17,19,11,1,0,0,0,1,0,0,0
728,21369,14,43,8,0,0,0,1,2,0,0,0
3397,45279,15,40,9,1,0,1,0,4,0,1,0
2522,22054,22,13,14,0,0,1,0,1,0,1,1
2206,7870,6,12,1,0,0,0,0,1,0,1,1
1555,43748,5,34,7,0,0,0,0,5,0,1,1
445,42758,16,15,6,0,0,0,0,1,0,1,1
3056,10010,8,5,7,0,0,0,0,3,0,1,1
3639,4874,4,5,12,1,0,1,0,2,0,1,1
2666,42729,16,13,7,0,0,0,0,3,0,1,1
338,27694,8,34,15,0,0,0,0,4,0,1,1
433,44537,6,35,13,0,0,0,0,5,0,0,0
3202,28952,19,3,5,1,0,0,0,2,0,1,1
3301,36123,22,49,13,0,0,1,0,4,0,1,0
3000,41044,6,24,4,1,1,0,0,4,0,1,1
1165,42253,13,7,8,0,0,0,0,3,0,1,1
3167,26859,5,21,13,0,0,0,0,5,0,1,1
1180,21143,11,29,0,0,0,0,0,5,0,1,1
1071,9176,10,21,5,0,1,0,1,4,0,1,1
1931,7647,9,34,3,1,0,0,0,2,0,1,1
3547,14445,4,32,0,0,0,0,0,5,0,1,1
3164,31943,6,27,14,0,0,1,0,1,0,1,0
835,13173,14,41,9,1,0,0,1,5,0,1,1
403,2115,8,47,2,0,0,0,0,4,0,1,1
335,15908,7,9,14,0,0,1,0,1,0,1,1
1046,38766,8,17,10,1,0,1,0,4,0,1,1
713,44408,1,28,0,1,1,0,0,1,0,1,0
3176,49910,18,31,10,0,0,0,0,1,0,1,1
137,39297,22,34,1,1,0,1,1,4,0,1,0
1326,44692,15,7,6,0,0,0,0,3,0,1,1
3151,31477,16,32,14,0,0,0,0,1,0,1,1
2901,21710,9,5,7,1,0,0,0,2,0,1,1
907,35861,9,24,0,0,0,0,0,2,0,1,1
2433,36929,21,3,12,0,0,0,0,3,0,1,1
22,34278,10,32,9,1,0,0,0,2,0,1,0
457,12651,12,12,6,0,0,1,0,5,0,1,1
1679,41192,7,14,0,1,0,0,1,3,0,1,1
2669,17448,4,47,9,1,0,0,0,3,0,1,1
1504,3660,12,38,4,1,0,0,0,1,0,1,1
3310,21895,15,7,6,1,0,0,0,2,0,0,0
3603,18817,23,7,5,0,0,0,0,4,0,1,1
585,10160,9,47,11,1,0,0,0,4,0,0,0
2278,8193,21,4,1,0,0,0,0,3,0,1,1
1525,41573,5,19,4,0,1,1,0,3,0,1,1
1317,39611,1,10,5,0,0,0,1,2,0,1,1
3630,23361,6,24,12,0,0,0,0,4,0,1,1
1891,15197,17,44,11,0,0,1,0,2,0,1,1
489,17080,1,35,4,0,0,0,0,3,0,1,1
83,43320,5,15,7,0,0,0,0,1,0,1,1
878,19264,0,48,3,0,1,0,0,2,0,1,1
2273,17360,23,10,8,0,0,0,1,3,0,0,1
1104,40298,11,33,6,0,1,0,0,1,0,1,0
1867,16422,1,15,6,0,1,0,1,5,0,1,1
2763,45007,6,38,2,0,1,0,0,2,1,1,0
1597,39719,6,8,8,0,0,0,0,3,0,1,1
340,8138,19,2,1,0,0,0,0,4,1,1,1
598,23714,1,21,4,0,0,0,0,1,0,1,1
2209,14615,23,35,0,0,0,1,0,4,0,1,1
2323,47466,1,14,5,0,0,0,0,1,0,1,1
377,42377,13,23,2,0,1,0,0,4,0,1,1
401,19249,16,20,8,1,0,0,0,2,0,1,1
216,48085,10,22,10,1,0,0,0,1,0,1,1
2906,45009,18,23,15,0,0,0,0,4,0,0,0
2316,36019,17,38,6,0,0,0,0,2,0,1,1
1311,12051,1,37,14,1,0,1,0,5,0,1,0
1081,9787,17,6,14,1,0,0,0,2,0,1,1
2654,15764,0,33,7,0,0,0,1,4,0,1,1
3154,34087,0,23,13,1,0,0,0,5,0,1,0
1360,49583,13,0,0,1,0,0,0,2,0,1,1
2036,3268,9,13,11,0,0,0,0,3,0,1,1
106,35979,16,29,7,1,0,0,0,1,0,1,1
979,16950,3,8,8,0,0,0,0,3,0,1,1
2512,33561,0,50,4,1,0,0,0,5,0,1,1
239,32285,17,42,8,0,0,0,0,5,0,1,1
2754,36025,0,18,8,0,1,0,1,5,0,1,0
2019,49602,4,40,9,0,0,0,0,1,0,1,1
1186,3272,8,48,0,0,0,0,0,5,0,1,1
2805,46936,7,25,3,0,1,0,0,3,0,1,1
1565,29531,9,41,6,0,0,0,0,5,0,1,1
546,39301,13,47,0,0,0,0,0,1,0,1,1
540,10984,22,47,12,0,0,0,0,2,0,1,1
3392,39720,16,46,8,0,0,0,0,1,0,1,1
3202,27950,0,3,3,1,1,0,0,2,0,1,1
3350,9979,1,29,1,0,0,1,0,2,0,1,1
2568,36179,13,4,1,0,0,0,0,4,0,1,1
2890,9579,8,45,2,1,0,0,0,4,0,1,1
145,18716,18,48,5,0,0,0,1,2,0,1,1
2207,23987,8,35,6,1,0,0,0,5,0,0,0
2133,18857,21,33,7,0,0,0,0,2,0,1,1
2025,16723,22,3,2,1,0,1,0,1,0,1,1
3325,7858,2,28,1,1,0,0,0,2,0,1,1
3353,45000,18,7,11,0,0,0,0,4,0,1,1
2750,1895,20,11,4,0,1,0,0,4,0,1,1
870,21560,11,47,15,0,1,1,0,5,0,1,0
77,8969,5,41,12,0,0,0,0,5,0,1,1
1406,25567,12,8,0,0,0,0,0,5,0,1,1
656,47563,16,31,10,0,0,0,0,3,0,1,1
3051,570,18,32,13,1,0,0,0,1,0,1,1
1295,4093,9,45,15,0,0,0,0,1,0,1,1
1875,27723,21,19,0,1,0,0,0,5,0,1,1
1200,20470,19,14,0,0,0,1,0,1,0,1,1
1511,6776,0,26,8,0,0,0,0,5,0,1,1
2935,12373,19,36,2,0,0,0,0,3,0,1,1
924,11172,18,16,5,1,0,1,0,5,0,1,1
2244,28077,18,40,9,0,0,0,1,2,1,1,0
1599,20317,11,20,8,0,0,1,0,3,0,0,0
1281,28962,7,4,4,0,0,0,0,1,0,1,1
3418,15714,15,14,9,0,0,0,0,3,0,1,1
2122,2412,22,48,7,0,0,0,0,1,0,1,1
2785,32634,16,38,6,0,0,0,0,3,0,1,1
2235,47839,14,9,8,1,0,0,0,4,0,1,1
3037,23771,14,37,6,1,0,0,1,2,0,1,0
1159,35907,8,9,9,1,0,0,1,2,0,1,1
101,11329,11,3,14,0,0,0,1,5,0,1,1
1459,20931,0,15,5,0,0,1,0,2,0,1,1
1943,32041,21,41,10,1,0,0,0,3,0,1,1
351,189,1,31,8,1,0,0,0,1,0,1,1
412,37608,20,33,15,0,0,0,0,1,0,1,1
1562,38107,22,50,8,0,0,0,0,2,0,1,1
1100,25372,20,26,9,0,0,1,0,4,0,1,0
1604,38470,3,9,8,1,0,0,0,2,0,1,1
3218,18111,0,47,6,1,0,0,0,2,0,1,1
359,22127,13,48,8,0,0,0,0,4,0,1,1
2041,16689,5,37,8,0,0,0,1,3,0,1,1
1037,17300,12,25,5,0,1,0,0,2,0,0,1
124,19475,8,30,11,0,0,1,0,2,0,1,1
1735,7533,17,23,10,1,0,0,0,1,0,1,1
1793,15092,17,45,5,0,0,0,1,2,0,1,1
139,18900,5,0,5,0,0,0,0,3,0,1,1
1455,12622,3,31,1,0,0,0,0,5,0,1,1
2287,32554,5,24,9,0,1,0,1,1,0,1,0
3503,4161,0,11,4,1,0,0,0,2,1,1,1
316,32756,17,1,8,0,0,0,1,4,0,1,1
1579,38978,17,3,0,0,1,0,0,4,0,1,1
2422,13035,0,23,7,1,0,0,0,3,0,1,1
698,36392,11,45,14,0,1,1,0,5,0,0,0
3035,6973,22,24,14,0,0,0,0,1,0,1,1
1897,1519,21,42,15,1,0,0,0,5,0,1,1
122,49242,12,25,5,1,0,0,0,3,0,1,1
1190,13918,8,12,10,0,1,0,0,3,0,1,1
2385,34800,23,2,13,0,0,0,0,2,0,1,1
2290,40148,0,13,15,0,0,0,0,4,0,1,1
1873,40419,5,42,0,0,0,0,0,5,0,1,1
1795,45891,23,16,6,0,0,0,1,5,0,1,1
3139,26234,11,31,9,0,0,0,0,4,0,1,1
2833,23157,2,9,14,1,0,0,0,2,0,0,0
3139,6620,0,35,12,1,0,0,0,1,0,1,1
853,7410,22,3,4,1,0,1,0,3,0,1,1
1852,26365,21,18,13,0,0,1,0,1,0,1,1
55,11119,6,32,0,1,0,1,0,1,0,1,1
2122,38450,12,2,10,0,0,0,0,5,0,1,1
1605,23681,2,6,7,1,0,0,0,5,0,1,1
2012,24198,7,14,3,0,1,0,0,2,0,1,1
2614,23049,0,32,7,1,1,0,0,2,0,1,0
12,37706,9,8,2,0,0,0,1,2,0,1,1
2529,38651,23,8,12,0,0,0,1,3,0,1,1
85,37040,19,7,9,1,0,1,0,4,1,1,0
2374,2586,5,3,13,0,0,0,0,1,0,1,1
993,14756,12,3,5,0,0,0,0,1,0,1,1
3083,43361,7,31,8,1,0,0,0,1,0,0,0
2628,6628,10,15,10,1,0,0,0,1,0,1,1
1032,24793,17,32,0,0,1,0,1,1,0,1,1
3517,33937,2,24,9,0,0,0,0,1,0,1,1
1255,29465,15,46,5,1,0,0,1,3,0,1,1
2636,17050,4,26,8,0,0,0,0,1,0,1,1
3564,20978,17,49,12,1,0,0,0,3,0,1,1
999,32359,17,44,12,0,0,0,0,2,0,1,1
2646,45833,16,22,5,0,0,0,0,5,0,1,1
1672,1738,16,11,3,0,0,0,1,5,0,1,1
3334,28770,18,15,4,0,1,0,0,5,0,1,1
210,25473,3,25,9,1,1,0,0,3,0,1,0
1039,7409,2,28,13,1,0,0,0,1,0,1,1
3039,38044,2,35,10,1,0,0,0,4,0,1,0
517,30295,22,13,7,0,0,0,0,3,0,0,1
1101,30423,22,45,5,0,0,0,0,2,0,1,1
1330,13445,18,0,7,0,0,1,0,3,0,1,1
1212,25361,21,3,10,0,0,0,0,5,0,1,1
1096,38679,23,47,11,0,0,0,0,1,0,0,0
1213,9011,0,35,8,0,0,1,0,2,0,1,1
2493,37915,5,17,3,0,0,0,1,5,0,1,1
2336,15936,18,12,14,0,0,1,0,5,0,0,1
2515,21614,6,45,2,0,1,0,0,4,0,1,1
1710,5792,18,45,5,0,0,0,0,1,0,1,1
1332,41039,5,43,6,0,0,0,1,5,0,1,0
1695,34661,17,43,10,0,0,0,0,1,0,1,1
1083,3434,6,42,10,0,1,0,0,5,0,1,1
2315,37190,11,3,8,0,0,0,0,5,0,1,1
2789,10569,16,13,8,0,0,0,0,5,0,1,1
3216,33168,12,35,8,0,0,0,0,3,0,1,1
2893,42225,8,42,10,0,0,0,0,1,0,1,1
202,7035,17,3,14,0,0,0,0,3,0,1,1
3293,18809,19,21,3,0,0,0,0,4,0,1,1
2979,43417,14,42,1,0,0,0,0,3,0,1,1
1308,19824,5,8,11,0,1,0,0,5,0,0,0
1885,47713,15,24,6,0,0,1,0,3,0,1,0
561,13417,8,28,9,0,0,0,0,4,1,0,0
3123,32858,3,2,0,0,0,0,0,4,0,1,1
1615,33450,22,18,14,0,1,1,0,2,0,1,0
913,506,23,43,12,0,0,1,0,4,0,0,0
367,16385,5,2,5,0,0,0,0,2,0,1,1
1560,49917,6,3,15,0,0,0,0,2,0,1,1
734,35964,20,29,2,1,0,0,1,5,0,1,1
1462,30856,4,28,2,0,0,0,0,5,0,1,1
2845,17512,8,29,5,1,0,0,1,3,0,1,1
3321,14557,17,41,10,0,1,0,0,4,0,1,1
923,45707,13,3,0,0,0,0,0,2,0,1,1
492,11294,9,9,6,1,0,0,0,2,0,1,1
1480,40016,5,10,15,0,0,0,1,5,0,1,1
879,13843,11,6,0,0,1,1,0,1,0,1,1
1059,22218,7,11,10,0,0,0,1,5,0,1,1
1160,9421,4,24,5,0,0,0,1,3,0,1,1
578,3524,6,48,15,0,0,0,0,2,0,1,1
1577,20447,1,14,9,0,0,0,0,1,0,1,1
3632,5948,0,30,5,0,1,1,0,5,1,1,0
3037,33548,19,9,12,1,0,0,1,4,0,0,0
836,45520,9,50,8,0,0,0,0,3,0,1,1
2884,28700,1,38,8,0,0,0,0,5,0,1,1
324,7970,12,25,8,1,0,0,0,5,0,1,1
342,30541,8,28,5,0,1,0,0,2,0,1,1
1402,13761,14,24,10,0,0,0,1,3,0,1,1
1956,21071,10,45,15,0,0,0,0,1,0,1,1
2743,43880,18,34,12,0,0,0,0,4,0,1,1
2017,572,10,20,7,0,0,0,0,5,0,1,1
632,8730,9,30,11,0,0,0,0,5,0,1,1
2528,21391,2,32,1,0,0,0,0,1,0,1,1
2314,28297,19,6,7,1,1,0,0,2,0,1,1
268,49054,9,33,6,0,0,0,0,3,0,1,1
390,13501,14,23,4,0,0,0,0,5,0,1,1
2436,17503,17,34,0,0,0,0,0,5,0,1,1
3519,25388,19,22,11,1,0,0,0,2,0,1,1
1671,12817,20,30,10,1,0,0,0,4,0,1,1
3399,36733,21,13,10,0,0,0,0,3,0,1,1
2401,23467,12,23,8,0,0,0,0,5,0,0,0
3597,28565,20,9,3,0,0,0,0,4,0,1,1
3638,8075,17,40,12,1,0,0,0,4,0,1,1
2291,42780,15,30,2,0,0,0,0,2,0,1,1
2359,12898,11,26,3,0,0,0,0,5,0,1,1
1516,14189,7,38,14,1,0,0,0,2,0,1,1
984,47642,17,20,8,0,0,0,0,2,1,1,1
2607,20111,11,7,6,0,0,1,1,2,0,1,1
838,19356,10,40,4,0,0,1,1,4,0,1,1
2948,357,5,40,11,1,0,0,0,1,0,1,1
158,12948,23,34,6,0,0,0,0,4,0,1,1
3094,10421,12,24,11,0,0,0,1,4,0,0,0
2918,42673,23,47,14,0,0,0,1,5,0,0,0
2613,25115,22,43,5,0,0,1,0,3,0,0,0
3324,48145,10,15,8,0,0,0,0,3,0,1,1
1915,14350,12,31,15,0,0,0,0,4,0,1,1
2688,38372,19,46,14,0,0,0,0,5,0,1,1
1166,22713,13,0,15,0,1,0,0,5,0,1,1
2745,40771,2,23,0,0,0,0,0,3,1,1,0
3455,37028,14,15,2,0,0,0,0,5,0,1,1
2014,45795,21,32,9,0,1,0,0,1,0,1,0
2395,4277,4,6,7,0,0,0,1,1,0,1,1
155,12971,3,23,4,0,0,1,0,2,0,1,1
1798,794,20,21,7,0,0,0,0,2,0,1,1
2429,6210,20,17,2,0,0,0,0,5,0,1,1
1514,25554,3,20,14,0,1,0,0,3,0,1,1
431,31333,13,3,4,0,1,0,0,3,0,1,1
976,25661,14,45,6,0,0,1,0,1,0,1,0
3052,40409,14,41,14,0,0,0,0,1,0,1,1
2923,7220,6,41,3,1,0,0,0,4,0,1,1
242,30878,5,42,4,0,0,0,0,3,0,1,1
1503,4666,16,22,1,1,0,0,1,3,0,1,1
3117,10180,12,10,4,0,0,0,0,5,0,1,1
3338,10577,11,24,15,0,0,0,0,1,0,1,1
2689,24519,13,7,5,1,0,0,0,1,0,1,1
2819,2621,1,31,12,0,0,0,0,2,0,0,0
1152,21750,13,34,10,0,1,0,1,2,0,1,0
3173,43149,12,8,8,0,0,1,0,2,0,1,1
1907,18115,11,43,13,0,0,0,1,2,0,1,1
1059,44508,5,18,10,1,1,1,0,5,0,1,0
2094,44508,9,46,3,0,0,0,0,3,0,1,1
1509,43037,12,12,10,0,0,0,0,4,0,1,1
551,39723,0,43,9,0,0,0,0,1,0,0,0
2760,29420,16,27,8,1,0,0,0,5,0,1,1
2134,6887,10,39,4,1,0,0,0,2,0,0,1
44,33286,4,47,8,1,0,0,0,4,0,1,0
945,32509,23,23,9,0,0,0,0,4,0,1,1
1154,48002,10,7,12,0,0,0,0,2,0,0,1
2553,45997,2,4,2,1,0,0,0,1,0,1,1
1482,46509,5,24,5,0,0,0,0,1,0,1,1
405,29358,12,20,13,0,1,0,0,4,0,1,1
3216,42254,8,45,7,1,0,0,0,5,0,1,1
1416,43808,20,41,2,0,0,0,1,2,0,1,1
1648,16075,19,46,1,0,0,0,0,4,0,1,1
3528,10337,19,13,4,0,0,0,0,3,0,1,1
1569,40757,19,46,3,0,0,0,0,2,0,1,1
2877,22735,23,32,4,0,0,0,0,5,0,1,1
373,40561,20,48,8,0,1,0,1,4,0,1,0
2834,37127,20,9,4,0,0,0,1,5,0,1,1
745,18023,6,25,7,1,0,0,1,3,0,1,1
1938,520,12,11,14,0,1,0,0,2,0,1,1
334,34938,12,41,8,0,0,0,0,4,0,1,1
2368,26829,1,26,14,1,0,0,0,1,0,1,0
2946,7830,3,19,1,0,0,0,0,1,0,1,1
1847,10689,13,5,9,0,0,0,1,4,0,1,1
2649,43112,4,24,15,0,0,0,0,1,0,1,1
1932,40086,3,38,1,0,0,0,0,5,0,1,1
2284,20952,3,34,13,1,0,1,0,5,0,1,0
3536,27463,22,23,1,0,0,0,0,5,0,1,1
2550,41733,14,30,10,0,0,0,0,5,0,1,1
2198,35700,22,48,3,0,0,0,0,1,0,1,1
1101,9872,7,27,12,1,0,0,0,4,0,1,1
818,40318,16,34,0,0,0,0,0,4,1,1,1
3240,31933,4,49,14,0,0,1,0,1,0,1,0
1093,32480,0,37,7,0,0,0,0,3,0,1,1
2398,41079,2,22,9,0,1,0,0,2,0,1,0
1784,1711,6,47,12,0,0,0,0,5,0,1,1
3536,18687,16,21,12,0,1,0,0,2,0,1,1
1987,24383,20,29,11,1,0,0,0,2,0,1,1
2703,8282,20,17,15,0,0,0,1,5,0,1,1
2640,6169,7,38,5,0,0,0,0,2,0,1,1
1451,36220,23,6,1,1,0,0,0,5,0,1,1
826,41974,4,12,5,1,0,0,0,2,0,1,1
2408,25208,20,24,3,0,0,1,0,4,0,1,1
1687,2009,1,23,0,1,0,0,0,2,0,1,1
3011,35146,15,23,13,0,0,0,0,5,0,1,1
1965,27594,5,12,10,0,0,0,1,1,0,1,1
430,10557,9,45,11,0,0,0,0,2,0,1,1
2922,4686,9,49,4,1,0,0,0,5,0,1,1
2986,30965,1,41,3,0,0,0,1,5,0,1,1
1186,48591,17,13,2,0,0,0,0,3,0,1,1
821,46573,6,45,4,0,0,0,0,5,0,1,1
136,38806,15,2,0,0,0,0,0,1,0,1,1
1605,36786,12,0,8,1,0,0,1,1,0,0,0
1342,6589,15,2,13,0,1,0,0,3,0,1,1
3454,13407,18,34,11,0,0,0,0,3,0,1,1
536,29996,18,5,7,1,0,0,0,5,0,1,1
659,35605,10,5,15,0,0,0,0,4,0,0,1
2520,6772,7,5,3,0,0,0,0,5,0,1,1
3484,48631,17,30,11,0,0,0,1,4,0,1,1
2479,8743,18,25,3,0,1,0,0,5,0,1,1
3535,25561,16,18,10,0,1,0,0,5,0,1,1
846,13166,23,40,3,0,0,0,0,5,0,1,1
3390,30338,15,9,8,1,0,0,0,4,0,1,1
1279,49627,0,20,15,1,1,1,1,4,0,1,0
3231,31780,7,36,13,0,0,0,0,3,0,1,1
1632,47508,0,24,9,0,0,0,0,3,0,1,1
3163,3935,15,1,4,0,0,1,0,2,0,1,1
2351,28793,0,42,10,1,0,0,0,5,0,1,0
2475,23181,23,28,10,1,0,0,1,4,0,1,0
246,32921,18,47,10,0,1,0,0,2,0,1,0
1686,27409,16,41,10,0,0,0,0,4,0,1,1
2958,19006,9,31,11,1,0,0,1,2,0,1,1
2011,7387,12,35,14,0,0,0,0,2,0,1,1
1360,22006,9,49,6,0,0,0,0,1,0,1,1
3588,33889,22,47,2,0,0,0,0,2,0,0,1
1941,46957,20,22,5,0,0,0,0,5,0,1,1
770,25,5,5,12,0,0,0,0,5,0,1,1
571,4830,15,19,1,0,1,0,0,1,0,1,1
304,773,21,47,15,0,0,0,0,4,0,1,1
160,47867,20,13,3,1,1,0,0,4,0,1,1
2079,44062,16,32,14,0,0,0,0,2,0,1,1
2675,15670,3,4,12,1,0,0,0,1,0,1,1
1744,15758,15,6,2,0,0,0,0,4,0,1,1
1187,19808,14,16,13,0,0,0,0,5,0,1,1
1790,36302,16,38,5,0,1,0,0,2,1,1,0
3281,34990,13,37,14,0,0,0,0,3,0,0,0
1745,35034,10,19,9,0,0,0,0,5,0,1,1
2139,14335,20,25,11,0,1,0,0,2,0,1,1
493,37542,2,10,15,0,0,0,0,3,0,1,1
3527,31104,11,17,11,0,0,0,0,3,0,1,1
1170,7975,1,4,12,0,0,0,0,2,0,0,1
2207,27925,20,29,13,1,0,0,1,1,0,1,0
1547,38986,11,15,5,0,0,0,0,2,1,1,1
2883,49332,20,12,1,0,0,0,0,5,0,1,1
1392,47899,16,37,12,0,1,0,0,3,0,0,0
2855,32545,21,33,6,0,0,0,0,2,0,1,1
1069,39265,20,27,6,0,1,1,0,2,0,1,0
1301,35431,14,50,15,1,0,0,1,1,0,1,0
1811,16457,4,1,14,0,1,0,1,5,0,1,1
1955,49441,23,16,7,0,0,0,0,3,0,1,1
2101,16302,22,32,7,1,0,0,1,2,0,1,1
1475,46162,9,35,10,0,0,0,0,4,0,1,1
2653,32220,18,5,12,0,0,0,0,2,0,0,1
1095,13725,17,30,6,1,0,1,0,3,0,1,1
974,20664,2,0,9,0,0,0,0,5,0,1,1
3524,11949,18,42,0,1,0,0,0,3,0,1,1
1488,32823,11,48,13,0,0,0,1,2,0,1,1
853,37180,3,6,3,0,0,0,0,5,0,1,1
1788,9825,7,25,5,0,0,0,1,5,0,1,1
2263,20148,4,8,14,0,0,0,0,1,0,1,1
